title,sentence,sentiment_dict,sentiment_total,[u],[p],[s],[cc],[cs],annotations
best player for the buck .,"i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a dvd , but it also was able to play vob files which i created with smart ripper .",{'format': 2},2,False,False,False,False,False,format[+2]
best player for the buck .,the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .,{'aff': 2},2,False,False,False,False,False,aff[+2]
best player for the buck .,loved the slim design .,{'design': 2},2,False,False,False,False,False,design[+2]
black and white only after 1 month of use .,this unit was working fine for the 1st month and a half and then the color signal disappeared .,{'color signal': -2},-2,False,False,False,False,False,color signal[-2]
black and white only after 1 month of use .,apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy .,{'customer service': -2},-2,False,False,False,False,False,customer service[-2]
most bang for the buck. i recieved my 2600 4 days ago and feel that this may be the best $ 50 i have ever spent .,"it plays all my back-ups , + or - , and everything else i have put in it without a hick up .",{},0,False,False,False,False,False,
most bang for the buck. i recieved my 2600 4 days ago and feel that this may be the best $ 50 i have ever spent .,audio is excellent .,{'audio': 2},2,False,False,False,False,False,audio[+2]
most bang for the buck. i recieved my 2600 4 days ago and feel that this may be the best $ 50 i have ever spent .,well worth the money .,{},0,False,False,False,False,False,
"for the price , an excellent buy .","after having bought and been disappointed in another brand of dvd player , i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected .",{},0,False,False,False,False,False,
"for the price , an excellent buy .","( good going , amazon ).",{},0,False,False,False,False,False,
"for the price , an excellent buy .",i am very pleased with the apex ad2600.it plays just about anything you put in the drawer .,"{'player': 3, ', format': 2}",5,False,False,False,False,False,"player[+3], format[+2]"
"for the price , an excellent buy .","so far i 've played regular dvd 's , backup dvd-r 's , mp3 cd 's , and regular cd 's .",{},0,False,False,False,False,False,
"for the price , an excellent buy .","i have not yet tried the photo show capability , but i 'm thinking that will probably work well too , based on the success with the above mentioned disks .",{},0,False,False,False,False,False,
"for the price , an excellent buy .",i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit .,{},0,False,False,False,False,False,
"for the price , an excellent buy .","the comments i 've read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for instance , pushing the button to play pal ( european type ) movies , when an ntsc ( usa type ) movie disk is in the disk tray .",{},0,False,False,False,False,False,
"for the price , an excellent buy .","so , if you read the instructions well , you should n't have any problems with this dvd unit .",{},0,False,False,False,False,False,
"for the price , an excellent buy .","i can 't speak to its long-term reliability , as i 've only had the apex ad2600 for a little over a week at this point .",{},0,False,False,False,False,False,
"for the price , an excellent buy .","but , it seems to work so well now , that i do n't anticipate any problems with it .",{'player': 2},2,False,True,False,False,False,player[+2][p]
"for the price , an excellent buy .",bottom line for me is that for the price i do n't think you can go wrong at all by purchasing this dvd player .,{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",wow !,{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",simple to use and hook up .,{'player': 2},2,True,False,False,False,False,player[+2][u]
"excellent second dvd , or first dvd for hdtv ready tv.","comes with standard rca jacks for output , along with s-video output ( s-video cable not included , must be purchased seperately ) and also component video outputs .",{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .,"{'progressive scan': 2, ',remote': 3}",5,False,False,False,False,False,"progressive scan[+2],remote[+3]"
"excellent second dvd , or first dvd for hdtv ready tv.","i also own an "" apex ad 1201 "" dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago .",{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent .,{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",and does n't need to be placed in a cabinet like the 1201 does .,{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",friends of mine who own apex tv sets are also all very pleased .,{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",i would not hesitate to purchase this if you are uncertain of the brand name .,{},0,False,False,False,False,False,
"excellent second dvd , or first dvd for hdtv ready tv.",consider it for a future gift too !,{},0,False,False,False,False,False,
save your money .,this dvd play is basicly junk .,{'player': -3},-3,False,False,False,False,False,player[-3]
save your money .,it wo n't play all of my movies .,{'play': -3},-3,False,True,False,False,False,play[-3][p]
save your money .,keeps coming up with no disk errors .,{},0,False,False,False,False,False,
save your money .,"i tried called apex cust service , no help .",{'customer service': -2},-2,False,False,False,False,False,customer service[-2]
save your money .,do n't waste your money .,{},0,False,False,False,False,False,
save your money .,"mine was 2 weeks old and i chucked it in the trash , where it belongs .",{'player': -3},-3,False,True,False,False,False,player[-3][p]
save your money .,this is the 4 apex player that i have bought .,{},0,False,False,False,False,False,
save your money .,you might think you are saving money by buying an apex but in the long run you will spend more .,{},0,False,False,False,False,False,
save your money .,each of the 4 lasted less than six months .,{'player': -2},-2,False,True,False,False,False,player[-2][p]
save your money .,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere .,{},0,False,False,False,False,False,
save your money .,spend the money its well worth it .,{},0,False,False,False,False,False,
what a dvd player !,this is the best dvd player i 've purchased .,{'player': 3},3,False,False,False,False,False,player[+3]
what a dvd player !,"i 've owned a panasonic and sony dvd and this one outperforms in function and image quality and most of all , access speed .",{},0,False,False,False,False,False,
what a dvd player !,"for those of you who has problems with this player , i 'd suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture , etc.",{},0,False,False,False,False,False,
what a dvd player !,"this player has worked flawlessly for me and at this price , you can 't go wrong .",{'player': 3},3,False,False,False,False,False,player[+3]
what a dvd player !,80 % of the features on here you will not get by spending $ 100 on a sony or panasonic .,{},0,False,False,False,False,False,
what a dvd player !,"having said that , this is what you do . "" add to cart "" !",{},0,False,False,False,False,False,
what a dvd player !,""" check out "" !",{},0,False,False,False,False,False,
what a dvd player !,""" enjoy "" !",{},0,False,False,False,False,False,
apex ad2600 known capadabilty problem .,i have sent my ad2600 back to apex because it wo n't play certain disney and other dvd movies ( no disc message ) .,"{'play': -2, ', dvd': -2, ', no disc': -2}",-6,False,False,False,False,False,"play[-2], dvd[-2], no disc[-2]"
apex ad2600 known capadabilty problem .,they sent me a new ad2600 with the same problem .,{},0,False,False,False,False,False,
apex ad2600 known capadabilty problem .,i call apex customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i 'm stuck with a new dvd player that wo n't play my kids disney movies .,{},0,False,False,False,False,False,
value for money !,i bought this dvd player mainly because my old sharp dvd player could not play most of the dvds from the store that i rent from and i had to watch them using my pc 's dvd-rom player .,{},0,False,False,False,False,False,
value for money !,"well , this apex dvd player turned out great !",{'dvd player': 2},2,False,False,False,False,False,dvd player[+2]
value for money !,"it plays basically every media i 've tested so far , even an old vcd that i ripped years ago and the rental dvd that could n't be played on my old $ 200 sharp player !",{'media': 2},2,True,False,False,False,False,media[+2][u]
value for money !,"i have to say i 'm also pretty impressed by the user interface for playing jpeg , mp3 and mpeg files stored on cd-rs / dvds .",{'user interface': 2},2,False,False,False,False,False,user interface[+2]
value for money !,it 's almost like having a media player / file manager built into the dvd player .,{},0,False,False,False,False,False,
value for money !,i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player .,{'player': 2},2,False,False,False,False,False,player[+2]
value for money !,what more can you ask for from a $ 40 dvd player ?,{},0,False,False,False,False,False,
value for money !,i guess i 'm just lucky to get a good working unit !,{},0,False,False,False,False,False,
value for money !,hope the unit lasts as i 've only had it for 3 days .,{},0,False,False,False,False,False,
value for money !,and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey !,"{'look': 2, '[u],panel': 2}",4,True,False,False,False,False,"look[+2][u],panel[+2]"
value for money !,"one bad thing though , i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does .",{'remote control': -2},-2,False,False,False,False,False,remote control[-2]
value for money !,"finally , amazon 's free shipping is really getting good , it took only 3 working days for the player to reach me !",{'shipping': 2},2,False,False,False,False,False,shipping[+2]
poor quality dvd player .,"i purchased two of these players for christmas gifts , and both were bad .",{'player': -3},-3,False,False,False,False,False,player[-3]
poor quality dvd player .,the first one would n't work from the start .,{'player': -3},-3,False,False,False,False,False,player[-3]
poor quality dvd player .,the second lasted about two weeks before the video went out !,{'player': -2},-2,False,False,False,False,False,player[-2]
poor quality dvd player .,"amazon.com promptly refunded my money for the first one , because a replacement was not available ( thanks amazon.com !",{},0,False,False,False,False,False,
poor quality dvd player .,i am still trying to resolve the problem with the second one .,{},0,False,False,False,False,False,
poor quality dvd player .,"i have tried several times to contact apex digital through their on-line support site and their telephone line , but they wo n't answer my emails and their telephone line is always busy .",{'on-line support': -3},-3,True,False,False,False,False,on-line support[-3][u]
poor quality dvd player .,i will never buy another apex digital product !,{},0,False,False,False,False,False,
you get what you paid for .,for the most part this is a good dvd player .,{'player': 1},1,False,False,False,False,False,player[+1]
you get what you paid for .,"but about 25 % of dvd 's i 've played on ithave a problem , when watching a movie the picture will freeze , but the dvd still plays , and eventualy the picture kicks back in after skipping a few moments .","{'dvd': -2, ', picture': -2, ', play': -2}",-6,False,False,False,False,False,"dvd[-2], picture[-2], play[-2]"
you get what you paid for .,usually i just skip to the next chapter to avoid it .,{},0,False,False,False,False,False,
you get what you paid for .,annoying .,{},0,False,False,False,False,False,
"no picture and / or no sound , try i/p button on the remote .",we have had this product for over a month and yesterday it stopped working .,{'product': -3},-3,True,False,False,False,False,product[-3][u]
"no picture and / or no sound , try i/p button on the remote .",it is connected to an old television set via composite video and analog audio outputs .,{},0,False,False,False,False,False,
"no picture and / or no sound , try i/p button on the remote .",there was neither picture nor sound .,"{'picture': -2, ', sound': -2}",-4,False,False,False,False,False,"picture[-2], sound[-2]"
"no picture and / or no sound , try i/p button on the remote .","connecting the same outputs to a video card in my computer , there was sound but still no picture .",{},0,False,False,False,False,False,
"no picture and / or no sound , try i/p button on the remote .","the trouble shooting section in the user 's manual , suggesting correct and secure connections , does n't help .",{},0,False,False,False,False,False,
"no picture and / or no sound , try i/p button on the remote .",i searched on the internet and found one tip which solved our problem : press i/p button on the remote control .,{},0,False,False,False,False,False,
"no picture and / or no sound , try i/p button on the remote .",it makes the dvd player to switch between interlace mode and progressive scan mode .,{},0,False,False,False,False,False,
"no picture and / or no sound , try i/p button on the remote .",obviously there is no composite video output and different analog audio signals at progressive scan mode .,{},0,False,False,False,False,False,
"no picture and / or no sound , try i/p button on the remote .",we are overall pleased with product .,{'product': 2},2,False,False,False,False,False,product[+2]
"no picture and / or no sound , try i/p button on the remote .",i would have rated it five stars but for the poor manual .,{'manual': -1},-1,False,False,False,False,False,manual[-1]
people with video issue 's .,i think most of you people complaining about no video is due to you hitting the wrong button either the p/n = pal / ntsc or the i/p is set to progressive scan .,{},0,False,False,False,False,False,
people with video issue 's .,another stupid move .,{},0,False,False,False,False,False,
buyer beware .,i purchased this as a christmas gift on 12-4 - 03 .,{},0,False,False,False,False,False,
buyer beware .,it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was n't the only one this happened to . ),{'picture': -3},-3,False,False,False,False,False,picture[-3]
buyer beware .,"i tried calling the support number for a week , several times a day , and always got a busy signal .",{'support': -3},-3,False,False,False,False,False,support[-3]
buyer beware .,i also registered the unit online and posted two messages to the apex support person ( there can 't possibly be more than one !,{},0,False,False,False,False,False,
buyer beware .,neither message was answered ( they ask for 24 hours before replying - i 've been waiting 27 days . ),{'support': -3},-3,False,False,False,False,False,support[-3]
buyer beware .,i finally returned the unit to the company along with copies of my messages and return info .,{},0,False,False,False,False,False,
buyer beware .,"let me quote a customer service rep from one of the authorized apex service locations in my state ( they only service apex tv 's , not dvd players ) :",{},0,False,False,False,False,False,
buyer beware .,""" you can send it in , but i would n't count on ever seeing it or a replacement again .",{},0,False,False,False,False,False,
barely worked .,"it only read the dvds 10 % of the time , otherwise i would get a no disc screen .","{'dvd': -2, ', read': -2, ', no disc': -2}",-6,False,False,False,False,False,"dvd[-2], read[-2], no disc[-2]"
barely worked .,i got this dvd player as a gift and had to send it back .,{},0,False,False,False,False,False,
barely worked .,"amazon was supposed to send me another one , but did n't and sent me a gift certificate instead ( i 'm guessing because the price has gone up on this unit since december ).",{},0,False,False,False,False,False,
has problems reading some dvds.,good :,{},0,False,False,False,False,False,
has problems reading some dvds.,"progressive scan player for a relatively low price ( although the better known manufacturers like toshiba , pioneer , and panasonic are now offering lower-priced progressive scan players as well ) .","{'progressive scan player': 2, ',price': 2}",4,False,False,False,False,False,"progressive scan player[+2],price[+2]"
has problems reading some dvds.,"seems to read most dvds fine , and reads quietly ( i had a pioneer player that had fairly loud disc spin noise ) .","{'dvd': 2, ',sound': 2}",4,False,False,False,False,False,"dvd[+2],sound[+2]"
has problems reading some dvds.,"also , i have not had trouble reading svcds that i created and vbr mp3 cds ( my old apex ad-1200 had trouble with these ) .","{'read': 2, ', svcd': 2, ', vbr mp3 cd': 2}",6,False,False,False,False,False,"read[+2], svcd[+2], vbr mp3 cd[+2]"
has problems reading some dvds.,"output through component connections looks very good , on my non-hd tv .",{'output': 3},3,False,False,False,False,False,output[+3]
has problems reading some dvds.,bad :,{},0,False,False,False,False,False,
has problems reading some dvds.,"i 've had this player for several months and it reads most discs , but it would not recognize several discs that were clean and read on other players ( from friends season 2 ) .","{'disc': -1, ', recognize': -2}",-3,False,False,False,False,False,"disc[-1], recognize[-2]"
has problems reading some dvds.,"it would just spin up and stop , and display "" no disc "" .",{'no disc': -2},-2,False,False,False,False,False,no disc[-2]
has problems reading some dvds.,"my other gripe is the incredibly crappy remote , which is worse than other , cheaper apex units .",{'remote': -3},-3,False,False,False,False,False,remote[-3]
has problems reading some dvds.,"for some reason they made the navigation buttons all one button , a ring around the enter / play button .",{},0,False,False,False,False,False,
has problems reading some dvds.,you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll .,{'button': -3},-3,False,False,False,False,False,button[-3]
has problems reading some dvds.,"also , for some reason the picture looks washed out on s-video , with lots of color bleeding , compared to a component connection ( should not be much of a perceptible difference on a 27 "" tv ).",{'s-video': -2},-2,False,False,False,False,False,s-video[-2]
pretty good .,ok this is our first dvd player so what do i know .,{},0,False,False,False,False,False,
pretty good .,"i checked out the amazon reviews and i 'm pleased to say mine worked , works , fine right out of the box .",{'player': 2},2,False,True,False,False,False,player[+2][p]
pretty good .,i like the auto fit feature = you can stretch widescreen dvd 's to normal .,{'auto fit': 2},2,False,False,False,False,False,auto fit[+2]
pretty good .,lot 's of other features that i need to find out about .,{},0,False,False,False,False,False,
pretty good .,looks ok - very shiny chrome and mirrors .,{'look': 2},2,True,False,False,False,False,look[+2][u]
pretty good .,things that i 'd prefer different - there 's a red light that shines when it 's turned off !,{},0,False,False,False,False,False,
pretty good .,"and the remote is cheap and cheasy - not sure how long it 'll last , but for 50 bucks what the heck !",{'remote': -3},-3,False,False,False,False,False,remote[-3]
plays pancakes .,this thing plays everything i feed it .,{'play': 2},2,False,True,False,False,False,play[+2][p]
plays pancakes .,"compusa , memorex , fuji .",{},0,False,False,False,False,False,
plays pancakes .,plays them all .,{},0,False,False,False,False,False,
plays pancakes .,i ordered 2 .,{},0,False,False,False,False,False,
great dvd player .,i wanted a dvd player that had basic features and would be able to play dvd - r format disc 's that i had made myself .,{},0,False,False,False,False,False,
great dvd player .,when i 1st tried it i found that it had no problem playing the more expensive dvd - r media disc 's that other players would play but to my surprise was able to play cheep media that i had burned that i could n't get to work before in anything but the dvd burner itself that i had made the disc with .,{'format': 2},2,True,False,False,False,False,format[+2][u]
great dvd player .,"easy to use , small form factor , and looks good to boot .","{'use': 2, ', size': 2, ',look': 2}",6,False,False,False,False,False,"use[+2], size[+2],look[+2]"
great dvd player .,very happy !,{},0,False,False,False,False,False,
customer service is non-existent ! !,i wish i could give negative stars !,{},0,False,False,False,False,False,
customer service is non-existent ! !,i bought this dvd player in november .,{},0,False,False,False,False,False,
customer service is non-existent ! !,i have an apex ad600 for a few years now which still works great today .,{},0,False,False,False,False,False,
customer service is non-existent ! !,i figured with a great first product and with this one having more features than the 600 i would buy one .,{},0,False,False,False,False,False,
customer service is non-existent ! !,what a mistake !,{},0,False,False,False,False,False,
customer service is non-existent ! !,after about an hour it starts skipping like the dvd 's are dirty .,{'player': -3},-3,False,True,False,False,False,player[-3][p]
customer service is non-existent ! !,i 've tried several dvd 's and even new ones do the same thing .,{},0,False,False,False,False,False,
customer service is non-existent ! !,i have ice age and it keeps telling me no disc .,{'no disc': -2},-2,False,False,False,False,False,no disc[-2]
customer service is non-existent ! !,i 've tried someone elses and the same thing happens .,{},0,False,False,False,False,False,
customer service is non-existent ! !,i tried e-mailing apex and they come back saying undeliverable .,{'customer service': -3},-3,True,False,False,False,False,customer service[-3][u]
customer service is non-existent ! !,i 've tried leaving questions on their site never to have them answered .,{'customer service': -3},-3,True,False,False,False,False,customer service[-3][u]
customer service is non-existent ! !,"i just want to at least try an exchange but you can 't get through to their number , it 's always busy .",{},0,False,False,False,False,False,
customer service is non-existent ! !,"that makes sense though , with all the substandard products they make .",{},0,False,False,False,False,False,
customer service is non-existent ! !,do not buy this product or any apex product unless you are looking to be frustrated and lose money !,{},0,False,False,False,False,False,
"keep shopping , do n't stop here .",i bought this as a gift for my sister .,{},0,False,False,False,False,False,
"keep shopping , do n't stop here .",it has never worked .,{'player': -3},-3,False,True,False,False,False,player[-3][p]
"keep shopping , do n't stop here .","i 've attempted to connect this unit to several different tvs , using a multitude of connection methods , and i still can 't get a video signal from the machine .",{'player': -3},-3,False,False,False,False,False,player[-3]
"keep shopping , do n't stop here .",i highly regret trying to save a few $ with this purchase .,{},0,False,False,False,False,False,
worst customer service on record .,purchased the ad-2600 about a month ago and have had numerous problems with it .,{'player': -3},-3,True,False,False,False,False,player[-3][u]
worst customer service on record .,the most recent is that it will stop responding to the on/off button .,{'on/off button': -2},-2,False,False,False,False,False,on/off button[-2]
worst customer service on record .,the light goes from red to green but no display or any operation whatsoever .,{},0,False,False,False,False,False,
worst customer service on record .,i end up unplugging it from the wall for a few hours and when i try again it will work fine.at least until this problem arises again .,{},0,False,False,False,False,False,
worst customer service on record .,i 've registered this unit at www.apexdigialinc.com and listed the problem .,{},0,False,False,False,False,False,
worst customer service on record .,they claim to respond in a 24 hour period yet it 's been 2 weeks without a reply .,{'customer service': -3},-3,True,False,False,False,False,customer service[-3][u]
worst customer service on record .,i 've sent 10 e-mails to their customer service department requesting an ra with no response .,{'customer service': -3},-3,False,False,False,False,False,customer service[-3]
worst customer service on record .,"i 've called the service number and if it 's not busy , it rings forever then eventually dumps you .",{},0,False,False,False,False,False,
worst customer service on record .,once i actually got to an answering machine and left a message .,{},0,False,False,False,False,False,
worst customer service on record .,still no response .,{},0,False,False,False,False,False,
worst customer service on record .,i will never purchase anything from this company ever again and have logged my complaint with the bbb .,{},0,False,False,False,False,False,
"good price , bad product .",i bought this player as a christmas present for my wife .,{},0,False,False,False,False,False,
"good price , bad product .",3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze .,{'player': -3},-3,False,False,False,False,False,player[-3]
"good price , bad product .",now it will not load any disk or just says that there is no disk .,{'player': -2},-2,False,False,False,False,False,player[-2]
"good price , bad product .","have tried to contact apex via e-mail ( customerservice@apexdigital.com ) , but the e-mail address is not valid .",{'customer service': -3},-3,True,False,False,False,False,customer service[-3][u]
"good price , bad product .","have tried calling ( 866-4apexgo ) , but can 't get through .",{'customer service': -3},-3,True,False,False,False,False,customer service[-3][u]
"good price , bad product .","this product sucks , the customer service from apex sucks .","{'player': -3, '[u],customer service': -3}",-6,True,False,False,False,False,"player[-3][u],customer service[-3]"
"good price , bad product .","i should n't have been cheap , should have bought a toshiba .",{},0,False,False,False,False,False,
stay away from it .,i bought this product from amazon .,{},0,False,False,False,False,False,
stay away from it .,"after using it for just a month , i could not play any dvd .",{'play': -3},-3,False,False,False,False,False,play[-3]
stay away from it .,i can only hear the sound but no picture !,{'picture': -2},-2,False,False,False,False,False,picture[-2]
stay away from it .,their customer ( www.apexdigitalinc.com ) service is very poor .,{'customer service': -3},-3,False,False,False,False,False,customer service[-3]
stay away from it .,"no contact phone number , only eamil contact which did not respond me .",{},0,False,False,False,False,False,
problems .,i bought this player during a christmas sale at an excellent price .,{},0,False,False,False,False,False,
problems .,"however , i should have followed my instincts :",{},0,False,False,False,False,False,
problems .,you get what you pay for .,{},0,False,False,False,False,False,
problems .,one of the dvd 's i received as a christmas present kept freezing .,{'dvd': -3},-3,False,False,False,False,False,dvd[-3]
problems .,some dvd 's i rented would not play .,{'dvd': -3},-3,False,False,False,False,False,dvd[-3]
problems .,"now , i suddenly have no picture .",{},0,False,False,False,False,False,
problems .,i will say this .,{},0,False,False,False,False,False,
problems .,"when the player was working it was great ,but .",{'player': -2},-2,False,False,False,False,False,player[-2]
the second apex - at least it 's prettier than the last .,the physical appearance of this apex compared to one previous ( ad1100w ) is most appreciated .,{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,"the prior one looked and felt lightweight , cheesy , and assembled by the oppressed :",{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,i purchased it for it 's easy ability to accept cd-r hacks .,{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,"i used it lightly , and it lasted just over one year ( forgot to kill the power one day , and now it only plays dvds ).",{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,back to the 2600 :,{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,1 .,{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,it does n't smell like burning plastic when you open the drive .,{'smell': 1},1,False,False,False,False,False,smell[+1]
the second apex - at least it 's prettier than the last .,2 .,{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,without a doubt the finest looking apex dvd player that i 've seen .,{'look': 2},2,False,False,False,False,False,look[+2]
the second apex - at least it 's prettier than the last .,3 .,{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,"excellent picture quality - on par with my pioneer , panasonic , and jvc players .",{'picture quality': 3},3,False,False,False,False,False,picture quality[+3]
the second apex - at least it 's prettier than the last .,4 .,{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,"remote : you can stand it on end ( harder to lose ) , and it 's far better designed than the 1100s .",{'remote': 2},2,False,False,False,False,False,remote[+2]
the second apex - at least it 's prettier than the last .,"anyway , the initial impression is much better than when i opened the box on the 1100 over a year ago - you can telll that apex is trying harder to improve their product .",{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,"i 'd have given it 5 stars , but i 'm waiting to see if this one holds up to more frequent use than the last one :",{},0,False,False,False,False,False,
the second apex - at least it 's prettier than the last .,"with progressive scan , i expect it to play play play - and give my old pioneer a rest .",{},0,False,False,False,False,False,
does not play dvds with extra features .. .,"first of all , i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed .",{'dvd': -2},-2,False,False,False,False,False,dvd[-2]
does not play dvds with extra features .. .,"unlike some of the other people who received a "" lemon "" , my dvd player came in perfect working condition .",{'player': 2},2,False,False,False,False,False,player[+2]
does not play dvds with extra features .. .,"as a whole , the dvd player has a sleek design and works fine .","{'design': 2, ',player': 2}",4,False,False,False,False,False,"design[+2],player[+2]"
does not play dvds with extra features .. .,what disappointed me is the fact that it does not seem to read certain dvds .,{'dvd': -2},-2,False,False,False,False,False,dvd[-2]
does not play dvds with extra features .. .,"for example , i tried playing my new "" pirates of the carribean "" extra features dvd , but this dvd player can not read it .",{'read': -2},-2,False,False,False,False,False,read[-2]
does not play dvds with extra features .. .,"at first i thought it is only a isolated incident , but i was proven wrong when the player would not read my "" alias "" dvds as well .","{'read': -2, ', dvd': -2}",-4,False,False,False,False,False,"read[-2], dvd[-2]"
does not play dvds with extra features .. .,this player seems to work fine with everything else .,{'player': 1},1,False,False,False,False,False,player[+1]
does not play dvds with extra features .. .,so i do n't understand why it would not work with dvds that seem to have more features in them .,{},0,False,False,False,False,False,
does not play dvds with extra features .. .,"because of this , i am disappointed and would not recommend this product .",{'player': -2},-2,True,False,False,False,False,player[-2][u]
apex you can trust .,i had apex regular ( non-progressive ) dvd-player for two years .,{},0,False,False,False,False,False,
apex you can trust .,had no problem with it .,{},0,False,False,False,False,False,
apex you can trust .,"now , i thought it 's time to upgrade .",{},0,False,False,False,False,False,
apex you can trust .,"so , i bought apex ad-2600 in november ' 03 from amazon .",{},0,False,False,False,False,False,
apex you can trust .,it 's running great for all the dvds i have and rented .,"{'run': 2, ', dvd': 2}",4,False,False,False,False,False,"run[+2], dvd[+2]"
apex you can trust .,i have a dvd burner .,{},0,False,False,False,False,False,
apex you can trust .,apex ad-2600 runs all the dvd media including dvd + r/rw and dvd-r / rw ( unlike sony or panasonic - one supports only + r/rw and another supports - r/rw ) .,"{'run': 3, ', dvd media': 2}",5,False,False,False,False,False,"run[+3], dvd media[+2]"
apex you can trust .,"i think , apex is the best dvd player you can get for the price .",{'dvd player': 3},3,False,False,False,False,False,dvd player[+3]
apex you can trust .,some of my friends had well branded dvd-players but they keep complaining that sometime it stucks and sucks !,{},0,False,False,False,False,False,
apex you can trust .,most of them are already switched to apex and they are happy .,{'apex': 2},2,False,False,False,False,False,apex[+2]
apex you can trust .,if you are skeptical about trying apex .,{},0,False,False,False,False,False,
apex you can trust .,take my words and give it a try .,{},0,False,False,False,False,False,
apex you can trust .,hopefully you wo n't regret .,{},0,False,False,False,False,False,
apex you can trust .,goodluck !,{},0,False,False,False,False,False,
a great discovery !,i bought this to replace an expensive ( $ 300 + ) onkyo dvd player that quit after only 3 years !,{},0,False,False,False,False,False,
a great discovery !,this has so many capabilities that you 'll always have room for new technologies as they evolve .,{'player': 2},2,False,True,False,False,False,player[+2][p]
a great discovery !,"i use this with a home theater system and it 's amazing how it sounds , the picture clarity is unmatched !","{'sound': 3, ',picture clarity': 3}",6,False,False,False,False,False,"sound[+3],picture clarity[+3]"
a great discovery !,so much packed in a small case and very affordable !,"{'case': 2, ',price': 2}",4,True,False,False,False,False,"case[+2],price[+2][u]"
sucks .,worked for two weeks .,{},0,False,False,False,False,False,
sucks .,after two weeks the picture kept freezing .,{'picture': -3},-3,True,False,False,False,False,picture[-3][u]
sucks .,spend the extra 20 $ and buy a name brand dvd player .,{},0,False,False,False,False,False,
sucks .,apex sucks !,{'apex': -3},-3,False,False,False,False,False,apex[-3]
sucks .,only the cheap and poor would buy one .,{},0,False,False,False,False,False,
video failed after 3 weeks .,unit worked great for 3 weeks then video output failed .,{'player': -3},-3,True,False,False,False,False,player[-3][u]
quirky ?,i got one of these to serve as a second dvd player in my house .,{},0,False,False,False,False,False,
quirky ?,"it 's a compact , attractive machine and was easy to set up .","{'size': 1, ',machine': 2}",3,False,False,False,False,False,"size[+1],machine[+2]"
quirky ?,"basic usage is easy , but the remote has a lot of buttons that i have n't used .",{'usage': 1},1,False,False,False,False,False,usage[+1]
quirky ?,"so far , we 've only used this player a few times to watch movies and it has worked fine .",{'player': 2},2,False,True,False,False,False,player[+2][p]
quirky ?,"the picture is clear , bright and sharp and the sound is good .","{'picture': 2, ',sound': 2}",4,False,False,False,False,False,"picture[+2],sound[+2]"
quirky ?,"again , though , it has only been used sparingly .",{},0,False,False,False,False,False,
quirky ?,"the catch is that , while it plays movies just fine , it has refused to read second discs with the movie "" extras "" on them on the two occaisions when i tried to do that .","{'read': -2, ', disc': -2}",-4,False,False,False,False,False,"read[-2], disc[-2]"
quirky ?,it 's not a big deal for me .,{},0,False,False,False,False,False,
quirky ?,i simply watched the extra features on another player .,{},0,False,False,False,False,False,
quirky ?,"had this been my only dvd player , though , it would have been a real problem .",{},0,False,False,False,False,False,
