title,sentence,sentiment_dict,sentiment_total,[u],[p],[s],[cc],[cs],annotations
absolutely great point and shoot camera,the daylight pictures are brilliant and the indoor shots are very good provided that your subject is no more than about 8 feet away .,"{'picture': 2, ',indoor shot': 1}",3,False,False,False,False,False,"picture[+2],indoor shot[+1]"
absolutely great point and shoot camera,the shutter lag is on par with what i 've experienced with point and shoot 35mm and aps film cameras and the next frame advance is about a couple seconds using a high speed 12x 128mb compact flash card a salesperson recommended the high speed card since next frame advance speed was important to me - and it was only a few dollars more .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,uploading the images to my windows-based pc is very fast and simple .,{'image download': 2},2,True,False,False,False,False,image download[+2][u]
absolutely great point and shoot camera,"the only drawbacks i 've encountered are : 1 indoor shots from a distance > 8ft lack contrast and color , but i 've found this to be a problem with all cameras with built-in flashes that i 've used even on a nikon slr .",{'indoor shot': -1},-1,False,False,False,False,False,indoor shot[-1]
absolutely great point and shoot camera,"right now , i 'm researching for an inexpensive slave flash unit that 's designed for digital cameras .",{},0,False,False,False,False,False,
absolutely great point and shoot camera,2 the battery life seems to be on the short side but adequate for most situations .,{'battery life': -1},-1,False,False,False,False,False,battery life[-1]
absolutely great point and shoot camera,i got 45 outdoor and 15 indoor shots with the monitor on turning the camera off and on over a 4 hour period before the battery died .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,an extra for a back-up battery would be a good investment .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,"3 the picture editing software it came with is adequate , but not very robust .",{'software': -1},-1,False,False,False,False,False,software[-1]
absolutely great point and shoot camera,i 'll still use my photosuite for editing .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,one more thing about indoor shots - many of the reviews knocked this camera for low light focusing .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,"just for the heck of it , i took it into my dark kitchen with only indirect light coming in though the door , and the focusing was just fine .",{},0,False,False,False,False,False,
absolutely great point and shoot camera,"in summary , i love this camera and would whole-heartedly recommend this to anyone wanting a high quality point and shoot camera in the medium price range .",{'camera': 3},3,False,False,False,False,False,camera[+3]
absolutely great point and shoot camera,"- since i wrote the review above in january 2003 , i still love this camera .",{},0,False,False,False,False,False,
absolutely great point and shoot camera,i 've picked up a few accessories that i found to be useful .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,i bought a digi-slave dsf-1s flash unit .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,"i do n't use a bracket , i just hold it above my head and aim the flash with my left hand .",{},0,False,False,False,False,False,
absolutely great point and shoot camera,"i also got a ur-e 4 step down ring adapter , lc-e 900 lens cap , and the nikon 28mm filter set .",{},0,False,False,False,False,False,
absolutely great point and shoot camera,this provides added protection for the camera lens and allows the use of filters .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,i leave the adapter and uv filter on all the time .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,this also allows you to turn on the camera on without having to remove the lens cap .,{},0,False,False,False,False,False,
absolutely great point and shoot camera,"the downside is that you might accidentally take pictures with the lens cap on , the camera wo n't fit in the small cases , and 28mm filters are expensive and hard to find .",{},0,False,False,False,False,False,
great camera,great camera .,{'camera': 2},2,False,False,False,False,False,camera[+2]
great camera,i am impressed with how easy this camera is to use .,{'use': 2},2,False,False,False,False,False,use[+2]
great camera,it takes great pictures .,{'picture': 2},2,False,False,False,False,False,picture[+2]
great camera,"the manual is easy to understand , and it is mostly idiot proof .",{'manual': 2},2,False,False,False,False,False,manual[+2]
great camera,"it is small , unlike my canon slr , so it easily fits in my pocket .",{'size': 2},2,True,False,False,False,False,size[+2][u]
great camera,i have not yet figured out how to make it snap quick pictures for action shots .,{},0,False,False,False,False,False,
great camera,now where did i put that manual ?,{},0,False,False,False,False,False,
best 4-mp camera of its size and price range,do n't let my five star rating fool you .,{},0,False,False,False,False,False,
best 4-mp camera of its size and price range,the nikon coolpix 4300 deserves six .,{},0,False,False,False,False,False,
best 4-mp camera of its size and price range,i got this camera about a month ago and i can 't put it down .,{'camera': 3},3,False,False,False,False,False,camera[+3]
best 4-mp camera of its size and price range,"i was considering buying the minolta f-100 and the sony dsc-p 9 , but at the camera shop , realized this one went above and beyond .",{},0,False,False,False,False,False,
best 4-mp camera of its size and price range,i selected the 4300 right away and have gotten high quality pictures every time .,{'picture quality': 2},2,False,False,False,False,False,picture quality[+2]
best 4-mp camera of its size and price range,autofocus feels exactly like my film camera while scene and manual mode add a little fun challenge to it all .,"{'autofocus': 1, ',scene mode': 1, ',manual mode': 1}",3,False,False,False,False,False,"autofocus[+1],scene mode[+1],manual mode[+1]"
best 4-mp camera of its size and price range,i would also recommend buying an extra battery and at least a 128 mb compact flash type i memory card .,{},0,False,False,False,False,False,
best 4-mp camera of its size and price range,buy this camera and savour it .,{},0,False,False,False,False,False,
great camera,i reviewed several digital cameras before settling on this one .,{},0,False,False,False,False,False,
great camera,this one was rated very high by several people check out this site and epinions.com .,{},0,False,False,False,False,False,
great camera,i have not been disappointed with my purchase .,{'camera': 2},2,False,True,False,False,False,camera[+2][p]
great camera,picture quality in outdoor settings is indistinguishable from 35mm .,{'picture quality': 2},2,False,False,False,False,False,picture quality[+2]
great camera,"on average , indoor shots with a flash are not quite as good as 35mm .",{'indoor shot': -2},-2,False,False,False,False,False,indoor shot[-2]
great camera,"however , the convenience of using digital far outweighs the slightly less accurate indoor pictures .",{},0,False,False,False,False,False,
great camera,i am extremely satisfied with this camera .,{'camera': 3},3,False,False,False,False,False,camera[+3]
great camera,i purchased it from amazon on a since discontinued promotion .,{},0,False,False,False,False,False,
great camera,buy an extra battery - life is good but still somewhat short .,{},0,False,False,False,False,False,
great camera,do n't buy this camera if you are not going to purchase a 128 megabyte card .,{},0,False,False,False,False,False,
great camera,you need the storage to hold a decent amount of shots at 4 megapixel resolution .,{},0,False,False,False,False,False,
great camera,i have one thing to say to the numbskulls who complain that this camera 's controls are confusing and hard to remember :,{},0,False,False,False,False,False,
great camera,read the directions !,{},0,False,False,False,False,False,
great camera,the regular mode in this camera works for 80 % of settings .,{},0,False,False,False,False,False,
great camera,"the "" scene "" mode works well for the remainder of shots that are not going to be in a "" regular "" setting .",{'scene mode': 2},2,False,False,False,False,False,scene mode[+2]
great camera,i wish the camera had a higher optical zoom so that i could take better wildlife photos .,{},0,False,False,False,False,False,
great camera,"however , its 3x optical setting is acceptable for 70 % of the shots that i take .",{'optical setting': 1},1,False,False,False,False,False,optical setting[+1]
great camera,"buy this camera , you wo n't regret it .",{},0,False,False,False,False,False,
digital nirvana,"if you 're looking for a small , compact , super resolution digital camera , you can end your search with the nikon 4300 !",{'camera': 2},2,False,False,False,False,False,camera[+2]
digital nirvana,"after a lengthy and extensive journey for a feature-loaded , high performance , travel size camera , i initially gravitated to this little gem because of the superior picture quality 4 mega pixel .",{'picture quality': 3},3,False,False,False,False,False,picture quality[+3]
digital nirvana,"after using it for about a month , i can state unequivocably that this nikon definitely delivers a huge bang for the buck .",{'nikon': 3},3,False,False,False,False,False,nikon[+3]
digital nirvana,its easy to use and the sheer fun of being able to use an array of nikon accessories like the telephoto and wide-angle lenses is the proverbial icing on the cake .,"{'use': 1, ', accessory': 2}",3,False,False,False,False,False,"use[+1], accessory[+2]"
digital nirvana,"yes , the picture quality and features which are too numerous to mention are unmatched for any camera in this price range .","{'picture quality': 3, ',feature': 3}",6,False,False,False,False,False,"picture quality[+3],feature[+3]"
digital nirvana,the design and construction are excellent -- as is the legendary quality of the nikon optics .,"{'design': 2, ',construction': 2, ',optic': 2}",6,False,False,False,False,False,"design[+2],construction[+2],optic[+2]"
digital nirvana,i own a 35mm slr camera and this is my second digital .,{},0,False,False,False,False,False,
digital nirvana,"if you 're seeking that elusive state of photographic euphoria that is free of buyer 's remorse and filled with cool , then travel to the world of the coolpix 4300 !",{},0,False,False,False,False,False,
i love this baby,had it for a week .,{},0,False,False,False,False,False,
i love this baby,"there are so many functions in this little , yet powerful camera !",{'camera': 2},2,False,False,False,False,False,camera[+2]
it 's so cool,seriously ! i love it !,{'camera': 3},3,False,True,False,False,False,camera[+3][p]
it 's so cool,"my room is so dark and when i tried taking pics of it with my old camera , they came out black , but with this , they look the same in the picture as in real life .",{},0,False,False,False,False,False,
it 's so cool,"better actually cause my carpet looks clean , lol .",{},0,False,False,False,False,False,
it 's so cool,but this camera is great !,{'camera': 2},2,False,False,False,False,False,camera[+2]
it 's so cool,the picture quality is amazing and you can connect it to your tv and could make silent movies that way if you wanted to .,"{'picture quality': 3, ',movie': 1}",4,False,False,False,False,False,"picture quality[+3],movie[+1]"
it 's so cool,"i can 't connect it to my computer though , but that 's a problem with windows me , not the camera .",{},0,False,False,False,False,False,
it 's so cool,"if you have windows me you should upgrade to xp anyway , lol .",{},0,False,False,False,False,False,
it 's so cool,but it works perfectly fine on my parent 's computer .,{},0,False,False,False,False,False,
it 's so cool,"it does have a lense cap , but it wo n't let you take pics with it on which is real good .",{'lense cap': 1},1,False,False,False,False,False,lense cap[+1]
it 's so cool,the battery recharges ral fast and the recharger thingy that comes with is real nice .,{'battery': 2},2,False,False,False,False,False,battery[+2]
it 's so cool,"ooh , and i dropped it and it still works fine : this little camera has so many features i have n't even gotten to all of them yet .",{'camera': 2},2,False,False,False,False,False,camera[+2]
excellent little camera,"i did quite a bit of research before buying this camera , and this one had everything i was looking for .",{},0,False,False,False,False,False,
excellent little camera,"it 's easy for beginners to use , but has features that more serious photographers will love , so it 's an excellent camera to grow into .","{'use': 1, ',feature': 2, ', camera': 2}",5,False,False,False,False,False,"use[+1],feature[+2], camera[+2]"
excellent little camera,"it 's light weight enough to take with you everywhere , but powerful enough to get outstanding pix .","{'weight': 2, ', picture': 2}",4,True,False,False,False,False,"weight[+2], picture[+2][u]"
excellent little camera,"i love the continuous shot mode , which allows you to take up to 16 pix in rapid succession -- great for action shots .",{'continuous shot mode': 3},3,False,False,False,False,False,continuous shot mode[+3]
excellent little camera,i 'm amazed at the photo quality -- prints are indistinguishable from 35mm prints .,"{'photo quality': 3, ',print': 2}",5,False,False,False,False,False,"photo quality[+3],print[+2]"
excellent little camera,"i only have one complaint , and that is the 8mb card included .",{'8mb card': -2},-2,False,False,False,False,False,8mb card[-2]
excellent little camera,8mb for a camera like this is a joke .,{'8mb': -2},-2,False,False,False,False,False,8mb[-2]
excellent little camera,a card with more memory is a must .,{},0,False,False,False,False,False,
excellent little camera,"a minor quibble , since most cameras on the market still only include the 8mb cards .",{},0,False,False,False,False,False,
perfect consumer digital camera,"if you do any research into digital cameras , you 'll quickly find that this camera is just about the best value out there .",{},0,False,False,False,False,False,
perfect consumer digital camera,these are the reasons i think it 's great :,{},0,False,False,False,False,False,
perfect consumer digital camera,1 it has all the features an amatuer photo-enthusiast would want .,{'feature': 2},2,False,False,False,False,False,feature[+2]
perfect consumer digital camera,2 it is easy enough for my grandmother to use .,{'use': 2},2,False,False,False,False,False,use[+2]
perfect consumer digital camera,3 it is very compact but the controls are so well designed that they 're still easy to use .,"{'size': 2, '[u],control': 2}",4,True,False,False,False,False,"size[+2][u],control[+2]"
perfect consumer digital camera,4 it has optional lenses like wide angles and extra zooms .,{},0,False,False,False,False,False,
perfect consumer digital camera,"5 for "" digital film "" it uses compact flash cards , which are easy to find , cheap , reliable and supported by many other devices you may have at hoome .",{},0,False,False,False,False,False,
perfect consumer digital camera,6 the nikon coolpix line is a well-established line so you know support and parts are going to be available even when nikon releases a newer model .,{'nikon support': 1},1,False,False,False,False,False,nikon support[+1]
perfect consumer digital camera,7 picture quality is excellent .,{'picture quality': 2},2,False,False,False,False,False,picture quality[+2]
perfect consumer digital camera,8 battery life is excellent .,{'battery life': 2},2,False,False,False,False,False,battery life[+2]
perfect consumer digital camera,9 3x built-in optical zoom is a lot for this price range .,{'optical zoom': 2},2,False,False,False,False,False,optical zoom[+2]
perfect consumer digital camera,10 great price for all the features .,{'price': 2},2,False,False,False,False,False,price[+2]
perfect consumer digital camera,here 's what you may miss or be annoyed by with this camera :,{},0,False,False,False,False,False,
perfect consumer digital camera,1 no direct firewire to the camera .,{'firewire': -1},-1,False,False,False,False,False,firewire[-1]
perfect consumer digital camera,"there is usb , though .",{},0,False,False,False,False,False,
perfect consumer digital camera,"2 the camera is so small that when you attach some lenses i have the 19mm wide-angle -- wc-e 68 , the optical viewfinder is partially obscured .",{'viewfinder': -1},-1,False,False,False,False,False,viewfinder[-1]
perfect consumer digital camera,"this does n't affect the picture , of course .",{},0,False,False,False,False,False,
perfect consumer digital camera,you just have to use the lcd viewfinder to see the whole picture .,{},0,False,False,False,False,False,
perfect consumer digital camera,it 's no problem for me personally .,{},0,False,False,False,False,False,
perfect consumer digital camera,3 battery has to be removed to recharge .,{},0,False,False,False,False,False,
perfect consumer digital camera,"4 an ac adapter for powering the camera while the battery 's out is not included , although one can be purchased separately .",{},0,False,False,False,False,False,
perfect consumer digital camera,5 two different adapters -- ur-e 4 and ur-e 7 -- are required for some attachment lenses .,{},0,False,False,False,False,False,
perfect consumer digital camera,"most of these "" annoyances "" , though , are comparable to what you 'll find on other cameras in this price range .",{},0,False,False,False,False,False,
small camera,"i am new to the whole digital camera thing ; well , new to the whole camera thing period , really .",{},0,False,False,False,False,False,
small camera,"this camera was affordable , very easy to learn , and produces spectacular images .","{'price': 2, '[u],learn': 2, ',image': 3}",7,True,False,False,False,False,"price[+2][u],learn[+2],image[+3]"
small camera,the auto-mode is good enough for most shots but the 4300 also boasts 12 versatile scene modes as well as a manual mode though i admit i have n't played with it too much on manual .,"{'auto mode': 2, ',scene mode': 2, ',manual mode': 2}",6,False,False,False,False,False,"auto mode[+2],scene mode[+2],manual mode[+2]"
small camera,it 's size also makes it ideal for travel .,{'size': 2},2,False,False,False,False,False,size[+2]
small camera,"overall the nikon 4300 is a very dependable , robust , and useful little camera .",{'camera': 3},3,False,False,False,False,False,camera[+3]
nikon does it again,awesome camera with huge print quality in a tiny package .,"{'camera': 3, ', print quality': 3}",6,False,False,False,False,False,"camera[+3], print quality[+3]"
nikon does it again,"the same 4mp chip from the 4500 camera , plus a 3x zoom with the ability to expand upon that with extenders , great closeup mode , long lasting rechargable battery , etc etc.","{'closeup mode': 2, ', battery': 2}",4,False,False,False,False,False,"closeup mode[+2], battery[+2]"
nikon does it again,"in my opinion it 's the best camera for the money if you 're looking for something that 's easy to use , small good for travel , and provides excellent , sharp images .",{'camera': 3},3,False,False,False,False,False,camera[+3]
